tier,country,language,language_basis,name,domain,catalogue_sources_in_country,catalogue_sources_in_language,flags
T3,no,no,export,Aura Avis,auraavis.no,9,0,
T3,no,no,export,Aust Agder Blad,austagderblad.no,9,0,
T3,no,nb,export,Avisa Hemnes,avisahemnes.no,9,8,
T3,no,no,export,Avisa Nordland,an.no,9,0,
T3,no,nb,export,Avisa Oslo,ao.no,9,8,
T3,no,no,export,ballade.no,ballade.no,9,0,
T3,no,no,export,Bergen Student-TV,bstv.no,9,0,
T3,no,no,export,Bergens Tidende,bergens-tidende.no,9,0,
T3,no,no,export,Bergensavisen,ba.no,9,0,
T3,no,no,export,Birkenesavisa,bavisa.no,9,0,
T3,no,no,export,Bladet Tromsø,itromso.no,9,0,
T3,no,no,export,Bladet Vesterålen,blv.no,9,0,
T3,no,no,export,Blyttia,nhm2.uio.no,9,0,
T3,no,no,export,Bok365.no,bok365.no,9,0,
T3,no,no,export,Bondebladet,bondebladet.no,9,0,
T3,no,no,export,Brønnøysunds Avis,banett.no,9,0,
T3,no,no,export,Budstikka,budstikka.no,9,0,
T3,no,no,export,Byavisa Sandefjord,byavisa.sandefjord.no,9,0,
T3,no,no,export,Byavisa Tønsberg,byavisatonsberg.no,9,0,
T3,no,nn,export,Bygdanytt,bygdanytt.no,9,0,
T3,no,nn,export,Bygdebladet,bygdebladet.com,9,0,
T3,no,no,export,Bygdebladet Randaberg og Rennesøy,bygdebladet.no,9,0,
T3,no,no,export,Bygdeposten,bygdeposten.no,9,0,
T3,no,no,export,Båtbørsen,batborsen.no,9,0,
T3,no,no,export,Bø blad,boblad.no,9,0,
T3,no,nn,export,Bømlo-nytt,bomlo-nytt.no,9,0,
T3,no,nb,export,Børsen,borsen.dagbladet.no,9,8,subdomain_of_catalogue_domain
T3,no,no,export,Caluna,caluna.no,9,0,
T3,no,nn,export,Dag og Tid,dagogtid.no,9,0,
T3,no,no,export,Dagen,dagen.no,9,0,
T3,no,no,export,Dagens Næringsliv,dn.no,9,0,
T3,no,no,export,Dagsavisen,dagsavisen.no,9,0,
T3,no,no,export,Dalane Tidende,dalane-tidende.no,9,0,
T3,no,no,export,Demokraten,demokraten.no,9,0,
T3,no,no,export,digi.no,digi.no,9,0,
T3,no,no,export,Dine Penger,dinepenger.no,9,0,
T3,no,nb,export,Document.no,document.news,9,8,
T3,no,nb,export,Document.no,document.no,9,8,
T3,no,nb,export,Drammens Tidende,dt.no,9,8,
T3,no,no,export,Drangedalsposten,drangedalsposten.no,9,0,
T3,no,no,export,Dølen,dolen.no,9,0,
T3,no,no,export,Døves Media,dovesmedia.no,9,0,
T3,no,no,export,Eidsvoll Ullensaker Blad,eub.no,9,0,
T3,no,no,export,Eikerbladet,eikerbladet.no,9,0,
T3,no,nb,export,Ekte Nyheter,ektenyheter.no,9,8,
T3,no,no,export,Empirix,empirix.no,9,0,
T3,no,no,export,Energiteknikk,energiteknikk.net,9,0,
T3,no,no,export,Etikk i Praksis: Nordic Journal of Applied Ethics,ntnu.no,9,0,
T3,no,no,export,Fanaposten,fanaposten.no,9,0,
T3,no,no,export,Fargemagasinet,fargemagasinet.no,9,0,
T3,no,no,export,Filmdagbok,filmdagbok.no,9,0,
T3,no,no,export,FilmMagasinet,filmmagasinet.no,9,0,
T3,no,nb,export,Filter Nyheter,filternyheter.no,9,8,
T3,no,no,export,Finansavisen,finansavisen.no,9,0,
T3,no,no,export,Finnmark Dagblad,fd.no,9,0,
T3,no,no,export,Finnmarken,finnmarken.no,9,0,
T3,no,no,export,Finnmarksposten,finnmarksposten.no,9,0,
T3,no,nn,export,Firda,firda.no,9,0,
T3,no,no,export,Firdaposten,firdaposten.no,9,0,
T3,no,no,export,Fjordabladet,fjordabladet.no,9,0,
T3,no,no,export,Fjordenes Tidende,fjt.no,9,0,
T3,no,no,export,Fjordingen,fjordingen.no,9,0,
T3,no,no,export,Fjuken,fjuken.no,9,0,
T3,no,no,export,FLEKS: Scandinavian Journal of Intercultural Theory and Practice,journals.oslomet.no,9,0,
T3,no,no,export,forskning.no,forskning.no,9,0,
T3,no,no,export,Forsvarets forum,forsvaretsforum.no,9,0,
T3,no,no,export,Fosna-Folket,fosna-folket.no,9,0,
T3,no,no,export,Framtid i Nord,framtidinord.no,9,0,
T3,no,no,export,Fredriksstad Blad,f-b.no,9,0,
T3,no,nb,export,Fremover,fremover.no,9,8,
T3,no,no,export,Friheten,friheten.no,9,0,
T3,no,no,export,Friidrett Magazine,friidrett.no,9,0,
T3,no,no,export,Frolendingen,frolendingen.no,9,0,
T3,no,no,export,Frostingen,frostingen.no,9,0,
T3,no,no,export,Fædrelandsvennen,fvn.no,9,0,
T3,no,no,export,Gamer.no,gamer.no,9,0,
T3,no,no,export,Gamereactor Norway,gamereactor.no,9,0,
T3,no,no,export,Gjengangeren,gjengangeren.no,9,0,
T3,no,no,export,Gjesdalbuen,gbnett.no,9,0,
T3,no,no,export,Glåmdalen,glomdalen.no,9,0,
T3,no,no,export,Grannar,grannar.no,9,0,
T3,no,nn,export,Grenda,grenda.no,9,0,
T3,no,no,export,Grimstad Adressetidende,gat.no,9,0,
T3,no,nb,export,Gudbrandsdølen Dagningen,gd.no,9,8,
T3,no,nb,export,Hadeland,hadeland.no,9,8,
T3,no,no,export,Halden Arbeiderblad,ha-halden.no,9,0,
T3,np,ne,export,Annapurna Post,annapurnapost.com,6,2,
T3,np,ne,export,Eagle FM,eaglefm.com.np,6,2,
T3,np,ne,export,Gorkhapatra,gorkhapatraonline.com,6,2,
T3,np,ne,export,Himshikhar Television,himshikhartv.com.np,6,2,
T3,np,ne,export,Naya Patrika,nayapatrikadaily.com,6,2,
T3,np,ne,export,NTV Plus,ntv.org.np,6,2,
T3,np,ne,export,Onlinekhabar,onlinekhabar.com,6,2,
T3,np,ne,export,Radio Nepal,radionepal.gov.np,6,2,
T3,np,ne,export,Radio Rampur,radiorampur.org.np,6,2,
T3,np,ne,export,Radio Sagarmatha,radiosagarmatha.org.np,6,2,
T3,np,ne,export,Radio Tehrathum,radioterhathum.com.np,6,2,
T3,np,ne,export,Rastriya Samachar Samiti,rss.com.np,6,2,
T3,np,ne,export,Shilapatra,shilapatra.com,6,2,
T3,np,ne,export,Singhalila FM,singhalilafm.com,6,2,
T3,ph,tl,export,Asian Century,asiancenturyph.com,18,1,
T3,ph,hy,export,DZIQ,dziq.am,18,1,
T3,pk,ur,export,Al-Adwa,aladwajournal.com,18,5,
T3,pk,ur,export,Al-Azhaar,al-azhaar.org,18,5,
T3,pk,ur,export,Al-Idah,al-idah.szic.pk,18,5,
T3,pk,ur,export,Al-Qalam,alqalamjournalpu.com,18,5,
T3,pk,ur,export,Al-Qalam,journal.alqalamjournalpu.com,18,5,
T3,pk,ur,export,Daily Aeen,dailyaeen.com.pk,18,5,
T3,pk,ur,export,Daily Aeen,en.dailyaeen.com.pk,18,5,deep_host
T3,pk,ur,export,Daily Express,express.com.pk,18,5,
T3,pk,ur,export,FM 101,fm101.gov.pk,18,5,
T3,pk,ur,export,Hamdard Naunehal,hamdardfoundation.org,18,5,
T3,pk,ur,export,Hum News,humnews.pk,18,5,
T3,pk,ur,export,Khabrain,thepost.com.pk,18,5,
T3,pk,ur,export,Laulak,laulak.info,18,5,
T3,pk,ur,export,MA' ARIF-I-ISLAMI,mei.aiou.edu.pk,18,5,deep_host
T3,pk,ur,export,Pakistan Journal of Islamic Research,pjir.bzu.edu.pk,18,5,deep_host
T3,pk,ur,export,Pehle Pakistan,pehlepakistan.pk,18,5,
T3,pk,ur,export,Times of Pakistan,timesofpakistan.com,18,5,
T3,pk,ur,export,Zarb-e-Momin,zarbemomin.com.pk,18,5,
T3,pl,pl,export,44 / Czterdzieści i Cztery,44.org.pl,20,19,
T3,pl,pl,export,Acta Scientiarum Polonorum Zootechnica,asp.zut.edu.pl,20,19,deep_host
T3,pl,ro,export,Acta universitatis sapientiae. Mathematica,acta.sapientia.ro,20,14,
T3,pl,pl,export,Adeptus,journals.ispan.edu.pl,20,19,deep_host
T3,pl,pl,export,Adeste,adeste.org,20,19,
T3,pl,pl,export,Advances in Science and Technology Research Journal,astrj.com,20,19,
T3,pl,pl,export,Advances in Science and Technology Research Journal,astrj.pollub.pl,20,19,
T3,pl,pl,export,Adventure,adventuretv.pl,20,19,
T3,pl,sl,export,Agricultura,agricultura-online.com,20,3,
T3,pl,pl,export,Aktualnosci Neurologiczne,neurologia.com.pl,20,19,
T3,pl,pl,export,Ale Kino+,alekinoplus.pl,20,19,
T3,pl,pl,export,Alkoholizm i Narkomania,ain.ipin.edu.pl,20,19,deep_host
T3,pl,pl,export,Alkoholizm i Narkomania,ipin.edu.pl,20,19,
T3,pl,ro,export,"Analele Universității ""Ovidius"" Constanța: Seria Chimie",univ-ovidius.ro,20,14,
T3,pl,ro,export,"Analele Ştiinţifice ale Universităţii ""Al.I. Cuza"" din Iaşi: Ştiinţe Economice",saaic.feaa.uaic.ro,20,14,deep_host
T3,pl,pl,export,Analiza i Egzystencja,wnus.usz.edu.pl,20,19,deep_host
T3,pl,pl,export,Annales UMCS Physica,annales.umcs.lublin.pl,20,19,deep_host
T3,pl,pl,export,Annales Universitatis Mariae Curie-Skłodowska sectio J – Paedagogia-Psychologia,psych-ped.annales.umcs.pl,20,19,deep_host
T3,pl,ro,export,Annals of the West University of Timisoara: Mathematics and Computer Science,math.uvt.ro,20,14,
T3,pl,pl,export,Antyradio,antyradio.pl,20,19,
T3,pl,pl,export,Apostolstwo Chorych,apchor.pl,20,19,
T3,pl,pl,export,Arab Studies and Islamic Studies,arabistyka.uw.edu.pl,20,19,deep_host
T3,pl,pl,export,Archeologia Polski,iaepan.vot.pl,20,19,
T3,pl,pl,export,Archeowieści,archeowiesci.pl,20,19,
T3,pl,pl,export,Architektura-Murator,architektura.muratorplus.pl,20,19,
T3,pl,pl,export,Archive of Mechanical Engineering,ame.meil.pw.edu.pl,20,19,deep_host
T3,pl,pl,export,Archives of Environmental Protection,ipis.zabrze.pl,20,19,
T3,pl,pl,export,Archives of Mechanical Technology and Materials,atmia.put.poznan.pl,20,19,deep_host
T3,pl,pl,export,Archives of Metallurgy and Materials,imim.pl,20,19,
T3,pl,pl,export,Archiwista Polski,sap.waw.pl,20,19,
T3,pl,pl,export,"Archiwum Fotogrametrii, Kartografii i Teledetekcji",ptfit.sgp.geodezja.org.pl,20,19,deep_host
T3,pl,pl,export,Argument : Biannual Philosophical Journal,argument.uken.krakow.pl,20,19,deep_host
T3,pl,pl,export,Arterial Hypertension,nt.viamedica.pl,20,19,
T3,pl,pl,export,Astronomia,astronomia.media.pl,20,19,
T3,pl,pl,export,Awedis,awedis.ormianie.pl,20,19,
T3,pl,pl,export,Bank i Kredyt,bankikredyt.nbp.pl,20,19,
T3,pl,pl,export,Biblioteka,lib.amu.edu.pl,20,19,deep_host
T3,pl,pl,export,Biblioteka i Edukacja,bg.up.krakow.pl,20,19,deep_host
T3,pl,be,export,Bibliotekarz Podlaski Ogólnopolskie Naukowe Pismo Bibliotekoznawcze i Bibliologiczne,bibliotekarzpodlaski.ksiaznicapodlaska.pl,20,1,
T3,pl,be,export,Bibliotekarz Podlaski Ogólnopolskie Naukowe Pismo Bibliotekoznawcze i Bibliologiczne,pbc.biaman.pl,20,1,
T3,pl,pl,export,Biografistyka Pedagogiczna,biografistykapedagogiczna.pl,20,19,
T3,pl,pl,export,Biuletyn Historii Sztuki,czasopisma.ispan.pl,20,19,
T3,pl,pl,export,Boska TV,boskatv.pl,20,19,
T3,pl,pl,export,Budownictwo i Architektura,bud-arch.pollub.pl,20,19,
T3,pl,pl,export,Budownictwo i Architektura,ph.pollub.pl,20,19,
T3,pl,pl,export,Bulletin of the Military University of Technology,biuletynwat.pl,20,19,
T3,pl,pl,export,Canal+ Domo,domoplus.pl,20,19,
T3,pl,pl,export,Canal+ Premium,canalplus.pl,20,19,
T3,pl,ro,export,Cercetari Agronomice in Moldova,uaiasi.ro,20,14,
T3,pl,pl,export,Chess Magazine,szachista.com,20,19,
T3,pl,pl,export,Chillizet,chillizet.pl,20,19,
T3,pl,pl,export,CKM,ckm.pl,20,19,
T3,pl,pl,export,Classica Cracoviensia,journals.akademicka.pl,20,19,
T3,pl,pl,export,Comedy Central Poland,comedycentral.pl,20,19,
T3,pl,pl,export,Comparative Economic Research,ke.uni.lodz.pl,20,19,deep_host
T3,pl,pl,export,Contemporary Trends in Geoscience,geosymp.wnoz.us.edu.pl,20,19,deep_host
T3,pl,pl,export,Cultural Tourism,turystykakulturowa.org,20,19,
T3,pl,pl,export,Current Problems of Psychiatry,cppsych.umlub.pl,20,19,
T3,pl,yi,export,Cwiszn,cwiszn.pl,20,0,
T3,pl,pl,export,Czasopismo Prawno-Historyczne,prawo.amu.edu.pl,20,19,deep_host
T3,pl,pl,export,Decyzje,decyzje.pl,20,19,
T3,pl,pl,export,Dekada Literacka,dekadaliteracka.pl,20,19,
T3,pl,pl,export,Dental Forum,dentalforum.ump.edu.pl,20,19,deep_host
T3,pl,pl,export,Diabetes Care,dc.viamedica.pl,20,19,
T3,pl,pl,export,Diametros: internetowe czasopismo filozoficzne,diametros.iphils.uj.edu.pl,20,19,deep_host
T3,pl,pl,export,Discovery Life,discoverychannel.pl,20,19,
T3,pl,pl,export,Dissertations of Cultural Landscape Commission,krajobraz.kulturowy.us.edu.pl,20,19,deep_host
T3,pl,pl,export,Do Rzeczy,dorzeczy.pl,20,19,
T3,pl,pl,export,DTX,dtxpolska.pl,20,19,
T3,pl,pl,export,Dziennik Polska-Europa-Świat,dziennik.pl,20,19,
T3,pl,pl,export,Dziennik Ustaw,abc.com.pl,20,19,
T3,pl,pl,export,Dziennik Wschodni,dziennikwschodni.pl,20,19,
T3,pl,pl,export,Dziennik Zachodni,dziennikzachodni.pl,20,19,
T3,pl,pl,export,Echa Przeszlosci,wydawnictwo.uwm.edu.pl,20,19,deep_host
T3,pl,pl,export,Echa Przeszlosci,echaprzeszlosci.pl,20,19,
T3,pl,pl,export,Echo Dnia,echodnia.eu,20,19,
T3,pl,pl,export,Economics and Management,yadda.icm.edu.pl,20,19,deep_host
T3,pl,pl,export,EduAction : Electronic Education Magazine,wyrwidab.come.uw.edu.pl,20,19,deep_host
T3,pl,pl,export,Edukacja,edukacja.ibe.edu.pl,20,19,deep_host
T3,pl,pl,export,Ekonomia i Prawo.,ekonomia.i.prawo.umk.pl,20,19,deep_host
T3,pl,pl,export,Ekonomia Społeczna,ekonomiaspoleczna.msap.pl,20,19,
T3,pl,pl,export,Ekonomiczne Problemy Usług,wzieu.pl,20,19,
T3,pl,lv,export,"Electrical, Control and Communication Engineering",ecce-journals.rtu.lv,20,3,
T3,pl,pl,export,Endokrynologia Polska,journals.viamedica.pl,20,19,
T3,pl,pl,export,Endokrynologia Polska,endokrynologia.polska.viamedica.pl,20,19,deep_host
T3,pl,pl,export,Environmental Protection and Natural Resources,ios.edu.pl,20,19,
T3,pl,pl,export,Eska Rock,eskarock.pl,20,19,
T3,pl,pl,export,Eska2,dwa.eska.pl,20,19,
T3,pl,pl,export,Etyka,etyka.uw.edu.pl,20,19,deep_host
T3,pl,pl,export,European Studies,ce.uw.edu.pl,20,19,deep_host
T3,pl,pl,export,European Studies,ce.uw.pl,20,19,
T3,pl,pl,export,Fabrica Litterarum Polona-Italica,fabrica.us.edu.pl,20,19,deep_host
T3,pl,pl,export,Fahrenheit (fanzine),fahrenheit.net.pl,20,19,
T3,pl,pl,export,Fantastyka,fantastyka.pl,20,19,
T3,pl,pl,export,Financial Internet Quarterly,e-finanse.com,20,19,
T3,pl,pl,export,Fokus TV,fokus.tv,20,19,
T3,pl,pl,export,Folia Cardiologica,fce.viamedica.pl,20,19,
T3,pl,pl,export,Folia Horticulturae,ptno.ogr.ar.krakow.pl,20,19,deep_host
T3,pl,sk,export,Folia Oecologica,ife.sk,20,5,
T3,pl,pl,export,"Folia Pomeranae Universitatis Technologiae Stetinensis seria Agricultura, Alimentaria, Piscaria et Zootechnica",wydawnictwo.zut.edu.pl,20,19,deep_host
T3,ro,ro,export,A List Magazine,alistmagazine.ro,15,14,
T3,ro,ro,export,Acasa TV,pro2.ro,15,14,
T3,ro,ro,export,Acasă Gold,progoldtv.ro,15,14,
T3,ro,ro,export,Acta Didactica Napocensia,adn.teaching.ro,15,14,
T3,ro,ro,export,Acta Iassyensia Comparationis,literaturacomparata.ro,15,14,
T3,ro,ro,export,Acta medica transilvanica,amtsibiu.ro,15,14,
T3,ro,ro,export,Acta Technica Corviniensis,acta.fih.upt.ro,15,14,deep_host
T3,ro,ro,export,Acta Universitatis Danubius: Communicatio,journals.univ-danubius.ro,15,14,
T3,ro,ro,export,Advances in Environmental Sciences- Intl Journal of the Bioflux Soc,aes.bioflux.com.ro,15,14,deep_host
T3,ro,ro,export,Aerul şi Apa: Componente ale Mediului,aerapa.conference.ubbcluj.ro,15,14,deep_host
T3,ro,ro,export,AGERPRES,agerpres.ro,15,14,
T3,ro,ro,export,Agro TV,agro-tv.ro,15,14,
T3,ro,ro,export,Amfiteatru Economic,amfiteatrueconomic.ro,15,14,
T3,ro,ro,export,Anadiss,anadiss-old.usv.ro,15,14,
T3,ro,ro,export,Anale: Seria Informatică,anale-informatica.tibiscus.ro,15,14,
T3,ro,ro,export,Analele Stiintifice ale Universitatii Ovidius Constanta: Seria Matematica,anstuocmath.ro,15,14,
T3,ro,ro,export,"Analele Universităţii ""Dunărea de Jos"" Galaţi: Fascicula III, Electrotehnică, Electronică, Automatică, Informatică",ann.ugal.ro,15,14,
T3,ro,ro,export,Analele Universităţii Dunărea de Jos din Galaţi Fascicula XIX Istorie,istorie.ugal.ro,15,14,
T3,ro,ro,export,"Analele Universității Creștine „Dimitrie Cantemir”, Seria Istorie – Serie nouă",istorie.ucdc.ro,15,14,
T3,ro,ro,export,Analele Universității din Oradea: Fascicula Educație Fizică și Sport,fefsoradea.ro,15,14,
T3,ro,ro,export,"Analele Ştiinţifice Ale Universităţii Alexandru Ioan Cuza din Iași,Sectiunea II A : Genetica si Biologie Moleculara",gbm.bio.uaic.ro,15,14,deep_host
T3,ro,ro,export,Analize: Journal of Gender and Feminist Studies,analize-journal.ro,15,14,
T3,ro,ro,export,Analize: Journal of Gender and Feminist Studies,ana.wbd.ro,15,14,
T3,ro,ro,export,Anastasis: Research in Medieval Culture and Art,arteiasi.ro,15,14,
T3,ro,ro,export,Animal Biology & Animal Husbandry,abah.bioflux.com.ro,15,14,deep_host
T3,ro,ro,export,Annals : Food Science and Technology,afst.valahia.ro,15,14,
T3,ro,ro,export,Annals of Dunarea de Jos University. Fascicle I : Economics and Applied Informatics,eia.feaa.ugal.ro,15,14,deep_host
T3,ro,ro,export,Annals of the University of Bucharest: Geography Series,annalsreview.geo.unibuc.ro,15,14,deep_host
T3,ro,ro,export,Annals of the University of Petrosani: Economics,upet.ro,15,14,
T3,ro,ro,export,Antena 1,antena1.ro,15,14,
T3,ro,ro,export,Antena 3 CNN,antena3.ro,15,14,
T3,ro,ro,export,Antena Internaţional,antenai.ro,15,14,
T3,ro,ro,export,Antena Stars,antenastars.ro,15,14,
T3,ro,ro,export,Applied medical informatics,ami.info.umfcluj.ro,15,14,deep_host
T3,ro,ro,export,ARCA,revista-arca.ro,15,14,
T3,ro,ro,export,Argument,argument.uauim.ro,15,14,
T3,ro,ro,export,ARS Medica Tomitana,medcon.ro,15,14,
T3,ro,ro,export,Astra Salvensis,astrasalvensis.eu,15,14,
T3,ro,ro,export,Avantaje,avantaje.ro,15,14,
T3,ro,ro,export,B1 TV,b1.ro,15,14,
T3,ro,ro,export,Banater Zeitung,adz.ro,15,14,
T3,ro,ro,export,Basilica News Agency,basilica.ro,15,14,
T3,ro,ro,export,Bihor Info,bihorinfo.ro,15,14,
T3,ro,ro,export,Bollywood TV,bollywoodtv.ro,15,14,
T3,ro,ro,export,BookAholic,bookaholic.ro,15,14,
T3,ro,ro,export,Brukenthal. Acta Musei,enciclopedia-dacica.ro,15,14,
T3,ro,ro,export,Bucovina Forestieră,bucovina-forestiera.ro,15,14,
T3,ro,ro,export,Buletin ştiinţific: Universitatea din Piteşti. Seria Ştiinţe Economice,economic.upit.ro,15,14,
T3,ro,ro,export,Buletinul Cercurilor Științifice Studențești,diam.uab.ro,15,14,
T3,ro,ro,export,Buletinul Ştiinţific al Academiei Trupelor de Uscat,actrus.ro,15,14,
T3,ro,ro,export,Bulletin of Integrative Psychiatry,buletindepsihiatrie.ro,15,14,
T3,ro,ro,export,"Bulletin of the Polytechnic Institute of Iași: Constructions, Architecture Section",bipcons.ce.tuiasi.ro,15,14,deep_host
T3,ro,ro,export,Bursa,bursa.ro,15,14,
T3,ro,ro,export,Buzăul Sportiv,buzaul-sportiv.ro,15,14,
T3,ro,ro,export,CANAL 33,canal33.ro,15,14,
T3,ro,ro,export,CECCAR BUSINESS REVIEW,ceccarbusinessreview.ro,15,14,
T3,ro,ro,export,Challenges of the Knowledge Society,cks.univnt.ro,15,14,
T3,ro,ro,export,CineStar,cinestaronline.ro,15,14,
T3,ro,ro,export,Cinq Continents,cinqcontinents.geo.unibuc.ro,15,14,deep_host
T3,ro,ro,export,Codrul Cosminului,atlas.usv.ro,15,14,
T3,ro,ro,export,Comunicare Interculturală şi Literatură,gup.ugal.ro,15,14,
T3,ro,ro,export,Construcții: Journal of Civil Engineering Research,constructii.incd.ro,15,14,
T3,ro,ro,export,Creativity and Innovation Journal,unitbv.ro,15,14,
T3,ro,ro,export,Cronica Veche,cronicaveche.wordpress.com,15,14,
T3,ro,ro,export,Cross-Cultural Management Journal,cmj.bxb.ro,15,14,
T3,ro,ro,export,Curierul de Dolj,curieruldedolj.ro,15,14,
T3,ro,ro,export,Cuvântul Libertății,cvlpress.ro,15,14,
T3,ro,ro,export,Dance FM,dancefm.ro,15,14,
T3,ro,ro,export,Danubius,revistadanubius.ro,15,14,
T3,ro,ro,export,DCNews.Ro,dcnews.ro,15,14,
T3,ro,ro,export,DDTV,wwww.ddtv.ro,15,14,
T3,ro,ro,export,Diacronia,diacronia.ro,15,14,
T3,ro,ro,export,Digi FM,digifm.ro,15,14,
T3,ro,ro,export,Digi Sport,digisport.ro,15,14,
T3,ro,ro,export,"Discobolul: Physical Education, Sports and Kinetotherapy Journal",unefs.ro,15,14,
T3,ro,ro,export,Diversitate si Identitate Culturala in Europa,mnlr.ro,15,14,
T3,ro,ro,export,EIRP Proceedings,proceedings.univ-danubius.ro,15,14,
T3,ro,hu,export,Erdély FM,erdelyfm.ro,15,12,
T3,ro,ro,export,EuroEconomica,euroeconomica-danubius.ro,15,14,
T3,ro,ro,export,Euronews Romania,euronews.ro,15,14,
T3,ro,ro,export,Europa FM,europafm.ro,15,14,
T3,ro,ro,export,European Journal of Interdisciplinary Studies,ejist.ro,15,14,
T3,ro,ro,export,Evenimentul Zilei,evz.ro,15,14,
T3,ro,ro,export,Fanatik (Romania),fanatik.ro,15,14,
T3,ro,ro,export,Favorit TV,favorittv.ro,15,14,
T3,ro,ro,export,Fiabilitate și Durabilitate,utgjiu.ro,15,14,
T3,ro,ro,export,Film Now,filmnow.ro,15,14,
T3,ro,ro,export,Finanțe: Provocările viitorului,financejournal.ro,15,14,
T3,ro,ro,export,Gazeta de Prahova,gazetaph.ro,15,14,
T3,ro,ro,export,Gazeta de Sud,gds.ro,15,14,
T3,ro,ro,export,Gazeta Sporturilor,gsp.ro,15,14,
T3,ro,ro,export,GEOREVIEW: Scientific Annals of Stefan cel Mare University of Suceava. Geography Series,georeview.ro,15,14,
T3,ro,ro,export,GSP TV,gsptv.ro,15,14,
T3,ro,ro,export,Happy Channel,tvhappy.ro,15,14,
T3,ro,hu,export,Hargita Népe,hargitanepe.ro,15,12,
T3,ro,ro,export,"Hermeneia: Journal of Hermeneutics, Art Theory and Art Criticism",hermeneia.ro,15,14,
T3,ro,ro,export,Hiperboreea,hiperboreeajournal.com,15,14,
T3,ro,ro,export,Hiperboreea,scholarlypublishingcollective.org,15,14,
T3,ro,ro,export,Historia Universitatis Iassiensis,hui.uaic.ro,15,14,
T3,ro,ro,export,Hit Music Channel,music-channel.ro,15,14,
T3,rs,sr,export,24 sata,24sata.rs,12,10,
T3,rs,sr,export,Accelerando: BJMD,accelerandobjmd.weebly.com,12,10,
T3,rs,sr,export,Acta Medica Medianae,publisher.medfak.ni.ac.rs,12,10,deep_host
T3,rs,sr,export,AM: Art + Media,fmk.singidunum.ac.rs,12,10,deep_host
T3,rs,sr,export,Anali Pravnog Fakulteta u Beogradu,anali.rs,12,10,
T3,rs,sr,export,Architecture and Urbanism: Arhitektura i Urbanizam,iaus.ac.rs,12,10,
T3,rs,sl,export,Arena Sport,tvarenasport.si,12,3,
T3,rs,sr,export,Artefact,artf.ni.ac.rs,12,10,deep_host
T3,rs,sr,export,Baština,iskp.co.rs,12,10,
T3,rs,sr,export,Beta News Agency,beta.rs,12,10,
T3,rs,sr,export,Blic,blic.rs,12,10,
T3,rs,sr,export,Borba,borba.rs,12,10,
T3,rs,sr,export,Economic Horizons,horizonti.ekfak.kg.ac.rs,12,10,deep_host
T3,rs,sr,export,Ekonomika,ekonomika.org.rs,12,10,
T3,rs,sr,export,Ekonomika Poljoprivrede (1979),iep.bg.ac.rs,12,10,deep_host
T3,rs,sr,export,Ekonomski Anali,ekof.bg.ac.rs,12,10,deep_host
T3,rs,sr,export,Etnoantropološki Problemi,eap-iea.org,12,10,
T3,rs,sr,export,Fizička Kultura,fizickakultura.com,12,10,
T3,rs,sr,export,Forbes Serbia,forbes.n1info.rs,12,10,subdomain_of_catalogue_domain
T3,rs,sr,export,Glas javnosti,glas-javnosti.rs,12,10,
T3,rs,sr,export,Glasnik Antropološkog Društva Srbije,antropoloskodrustvosrbije.com,12,10,
T3,rs,sr,export,Glasnik Srpskog Geografskog Društva,sgd.org.rs,12,10,
T3,rs,sr,export,Glasnik Šumarskog Fakulteta: Univerzitet u Beogradu,glasnik.sfb.bg.ac.rs,12,10,deep_host
T3,rs,sr,export,Građevinski Materijali i Konstrukcije,dimk.rs,12,10,
T3,rs,sr,export,Happy TV,happytv.rs,12,10,
T3,rs,sr,export,Helly Cherry,hellycherry.com,12,10,
T3,rs,sr,export,Hemijska Industrija,ache-pub.org.rs,12,10,
T3,rs,bs,export,Hi-Files,hi-files.com,12,3,
T3,rs,sr,export,Informer,informer.rs,12,10,
T3,rs,sr,export,Integritet i Vek Konstrukcija,divk.inovacionicentar.rs,12,10,
T3,rs,sh,export,Istorija 20 Veka,istorija20veka.rs,12,0,
T3,rs,bs,export,Istorijski casopis : organ Istorijskog instituta Srpske akademije nauka i umetnosti,iib.ac.rs,12,3,
T3,rs,sr,export,Istraživanja u Pedagogiji,uskolavrsac.in.rs,12,10,
T3,rs,sr,export,Lekovite Sirovine,lekovitesirovine.rs,12,10,
T3,rs,sr,export,Literary History,knjizevnaistorija.rs,12,10,
T3,rs,hu,export,Magyar Szó,magyarszo.rs,12,12,
T3,rs,sr,export,"Medicinski Glasnik Specijalne Bolnice za Bolesti Štitaste Žlezde i Bolesti Metabolizma ""Zlatibor""",cigota.rs,12,10,
T3,rs,sr,export,Medicinski Podmladak,mfub.bg.ac.rs,12,10,deep_host
T3,rs,sr,export,NIN,nin.rs,12,10,
T3,rs,sr,export,Nova srpska politička misao,nspm.rs,12,10,
T3,rs,sr,export,O2.TV,o2tv.rs,12,10,
T3,rs,sr,export,Open IPTV,mts.rs,12,10,
T3,rs,sr,export,Opšta Medicina,opstamedicina.org,12,10,
T3,rs,sr,export,Panoeconomicus,panoeconomicus.rs,12,10,
T3,rs,sr,export,Pedagogical reality,pedagoskastvarnost.ff.uns.ac.rs,12,10,deep_host
T3,rs,sr,export,Pesticidi i fitomedicina = Pesticides and phytomedicine,pesting.org.rs,12,10,
